id,category,section,text,level1,level2,level3,tags,difficulty
kakuron_200,各論,確認事項の記録（証券化）,"（１）確認を行った年月日 （２）確認を行った不動産鑑定士の氏名 （３）確認の相手方の氏名及び職業",確認を行った年月日|不動産鑑定士の氏名|確認の相手方,確認を行った年月日|確認を行った不動産鑑定士|確認の相手方,確認を行った年月日|確認を行った不動産鑑定士の氏名|確認の相手方の氏名及び職業,各論|証券化|処理計画,2
kakuron_201,各論,証券化関係者との関係,"証券化対象不動産については、関係者が多岐にわたり利害関係が複雑であることも多く",関係者が多岐|利害関係が複雑,関係者が多岐|利害関係が複雑,関係者が多岐にわたり|利害関係が複雑,各論|証券化|重要,2
kakuron_202,各論,証券化関係者との関係,"（１）依頼者が証券化対象不動産の証券化に係る利害関係者（オリジネーター、アレンジャー、アセットマネジャー、レンダー、エクイティ投資家又は特別目的会社・投資法人・ファンド等をいい、以下「証券化関係者」という。）のいずれであるかの別",証券化関係者,オリジネーター|アレンジャー|アセットマネジャー,オリジネーター|アレンジャー|アセットマネジャー|レンダー|エクイティ投資家|特別目的会社|投資法人|ファンド,各論|証券化|重要,2
kakuron_203,各論,証券化関係者との関係,"（２）依頼者と証券化関係者との資本関係又は取引関係の有無及びこれらの関係を有する場合にあっては、その内容",資本関係又は取引関係,依頼者と証券化関係者|資本関係又は取引関係,依頼者と証券化関係者|資本関係|取引関係,各論|証券化,2
kakuron_204,各論,個別的要因の調査（証券化）,"証券化対象不動産の個別的要因の調査等に当たっては、証券化対象不動産の物的・法的確認を確実かつ詳細に行うため、依頼された証券化対象不動産の鑑定評価のための実地調査について、依頼者（依頼者が指定した者を含む。）の立会いの下、対象不動産の内覧の実施を含めた実地調査を行うとともに",物的・法的確認を確実かつ詳細に,依頼者の立会い|内覧の実施を含めた実地調査,物的・法的確認|確実かつ詳細|依頼者の立会い|内覧の実施,各論|証券化|個別的要因|重要,2
kakuron_205,各論,個別的要因の調査（証券化）,"対象不動産の管理者からの聴聞等により権利関係、公法上の規制、アスベスト等の有害物質、耐震性及び増改築等の履歴等に関し鑑定評価に必要な事項を確認しなければならない。",公法上の規制|アスベスト等の有害物質|耐震性,権利関係|公法上の規制|アスベスト|耐震性|増改築等の履歴,権利関係|公法上の規制|アスベスト等の有害物質|耐震性|増改築等の履歴,各論|証券化|個別的要因|重要,2
kakuron_206,各論,実地調査の記載（証券化）,"不動産鑑定士は、実地調査に関し、次の事項を鑑定評価報告書に記載しなければならない。",実地調査に関し次の事項を鑑定評価報告書に記載,実地調査|鑑定評価報告書に記載,実地調査|鑑定評価報告書に記載,各論|証券化|実地調査,1
kakuron_207,各論,実地調査の記載（証券化）,"（３）立会人及び対象不動産の管理者の氏名及び職業",立会人|管理者,立会人|対象不動産の管理者|氏名及び職業,立会人|管理者の氏名及び職業,各論|証券化|実地調査,2
kakuron_208,各論,実地調査の記載（証券化）,"（４）実地調査を行った範囲（内覧の有無を含む。）及び実地調査により確認した内容",内覧の有無,実地調査を行った範囲|内覧の有無|確認した内容,実地調査を行った範囲|内覧の有無|確認した内容,各論|証券化|実地調査,2
kakuron_209,各論,エンジニアリング・レポートの調査項目,"・公法上及び私法上の規制、制約等（法令遵守状況調査を含む。）",公法上及び私法上の規制,法令遵守状況調査,公法上及び私法上の規制|制約等|法令遵守状況調査,各論|証券化|エンジニアリング・レポート,2
kakuron_210,各論,エンジニアリング・レポートの調査項目,"・有害な物質（アスベスト等）に係る建物環境",有害な物質（アスベスト等）,アスベスト等|建物環境,有害な物質|アスベスト等|建物環境,各論|証券化|エンジニアリング・レポート|重要,2
kakuron_211,各論,エンジニアリング・レポートの調査項目,"・土壌汚染",土壌汚染,,土壌汚染,各論|証券化|エンジニアリング・レポート|重要,1
kakuron_212,各論,エンジニアリング・レポートの調査項目,"・地震リスク",地震リスク,,地震リスク,各論|証券化|エンジニアリング・レポート|重要,1
kakuron_213,各論,エンジニアリング・レポートの調査項目,"・耐震性",耐震性,,耐震性,各論|証券化|エンジニアリング・レポート|重要,1
kakuron_214,各論,エンジニアリング・レポートの調査項目,"・地下埋設物",地下埋設物,,地下埋設物,各論|証券化|エンジニアリング・レポート,1
kakuron_215,各論,DCF法の適用過程（証券化）,"鑑定評価報告書には、ＤＣＦ法で査定した収益価格（直接還元法による検証を含む。）と原価法及び取引事例比較法等で求めた試算価格との関連について明確にしつつ、鑑定評価額を決定した理由について記載しなければならない。",直接還元法による検証|原価法及び取引事例比較法,ＤＣＦ法|直接還元法|原価法|取引事例比較法|関連について明確に,ＤＣＦ法|直接還元法による検証|原価法|取引事例比較法|明確に,各論|証券化|DCF法|重要,2
kakuron_216,各論,DCF法の適用過程（証券化）,"ＤＣＦ法の適用については、今後、さらなる精緻化に向けて自己研鑽に努めることにより、説明責任の向上を図る必要がある。",精緻化|自己研鑽|説明責任の向上,精緻化|自己研鑽|説明責任,精緻化|自己研鑽|説明責任の向上,各論|証券化|DCF法,2
kakuron_217,各論,DCF法の収益費用項目（運営費用）,"水道光熱費：対象不動産の運営において電気・水道・ガス・地域冷暖房熱源等に要する費用",水道光熱費,電気・水道・ガス・地域冷暖房熱源等,水道光熱費|電気・水道・ガス|地域冷暖房熱源,各論|証券化|DCF法|収益費用項目,1
kakuron_218,各論,DCF法の収益費用項目（運営費用）,"その他費用：その他支払地代、道路占用使用料等の費用",その他費用,支払地代|道路占用使用料,その他費用|支払地代|道路占用使用料,各論|証券化|DCF法|収益費用項目,2
kakuron_219,各論,証券化未竣工建物,"証券化対象不動産の未竣工建物等鑑定評価は、総論第５章第１節Ⅰ２．なお書きに定める要件に加え、工事の中止、工期の延期又は工事内容の変更が発生した場合に生じる損害が、当該不動産に係る売買契約上の約定や各種保険等により回避される場合に限り行うことができる。",工事の中止|工期の延期|工事内容の変更,約定や各種保険等により回避,工事の中止|工期の延期|工事内容の変更|約定や各種保険等により回避,各論|証券化|未竣工建物|重要,3
