id,category,section,text,level1,level2,level3,tags,difficulty
souron_v2_157,総論,土地の再調達原価,"土地の再調達原価は、その素材となる土地の標準的な取得原価に当該土地の標準的な造成費と発注者が直接負担すべき通常の付帯費用とを加算して求めるものとする。",素材となる土地の取得原価,取得原価|造成費|付帯費用,標準的な取得原価|造成費|付帯費用,総論7章|再調達原価|土地,2
souron_v2_158,総論,直接法,"直接法は、対象不動産について直接的に再調達原価を求める方法である。直接法は、対象不動産について、使用資材の種別、品等及び数量並びに所要労働の種別、時間等を調査し、対象不動産の存する地域の価格時点における単価を基礎とした直接工事費を積算し、これに間接工事費及び請負者の適正な利益を含む一般管理費等を加えて標準的な建設費を求め、さらに発注者が直接負担すべき通常の付帯費用を加算して再調達原価を求めるものとする。",直接法,直接法|直接工事費|間接工事費|一般管理費,直接法|使用資材|所要労働|直接工事費|間接工事費|一般管理費|付帯費用,総論7章|再調達原価|直接法,2
souron_v2_159,総論,間接法,"間接法は、近隣地域若しくは同一需給圏内の類似地域等に存する対象不動産と類似の不動産又は同一需給圏内の代替競争不動産から間接的に対象不動産の再調達原価を求める方法である。",間接法,間接法|代替競争不動産,間接法|類似の不動産|代替競争不動産,総論7章|再調達原価|間接法,2
souron_v2_160,総論,減価修正の目的,"減価修正の目的は、減価の要因に基づき発生した減価額を対象不動産の再調達原価から控除して価格時点における対象不動産の適正な積算価格を求めることである。",減価修正|積算価格,減価修正|減価額|積算価格,減価修正|減価の要因|減価額|積算価格,総論7章|減価修正|重要,1
souron_v2_161,総論,減価の要因（物理的），"物理的要因としては、不動産を使用することによって生ずる摩滅及び破損、時の経過又は自然的作用によって生ずる老朽化並びに偶発的な損傷があげられる。",物理的要因,物理的要因|摩滅|老朽化,物理的要因|摩滅|破損|老朽化|偶発的な損傷,総論7章|減価の要因|物理的要因|重要,1
souron_v2_162,総論,減価の要因（機能的），"機能的要因としては、不動産の機能的陳腐化、すなわち、建物と敷地との不適応、設計の不良、型式の旧式化、設備の不足及びその能率の低下等があげられる。",機能的陳腐化,機能的要因|機能的陳腐化,機能的要因|機能的陳腐化|建物と敷地との不適応|設計の不良|型式の旧式化|設備の不足,総論7章|減価の要因|機能的要因|重要,1
souron_v2_163,総論,減価の要因（経済的），"経済的要因としては、不動産の経済的不適応、すなわち、近隣地域の衰退、不動産とその付近の環境との不適合、不動産と代替、競争等の関係にある不動産又は付近の不動産との比較における市場性の減退等があげられる。",経済的不適応,経済的要因|経済的不適応|市場性の減退,経済的要因|経済的不適応|近隣地域の衰退|環境との不適合|市場性の減退,総論7章|減価の要因|経済的要因|重要,1
souron_v2_164,総論,耐用年数に基づく方法,"耐用年数に基づく方法は、対象不動産の価格時点における経過年数及び経済的残存耐用年数の和として把握される耐用年数を基礎として減価額を把握する方法である。",耐用年数,耐用年数|経過年数|経済的残存耐用年数,耐用年数|経過年数|経済的残存耐用年数,総論7章|減価修正|耐用年数|重要,1
souron_v2_165,総論,経済的残存耐用年数,"経済的残存耐用年数とは、価格時点において、対象不動産の用途や利用状況に即し、物理的要因及び機能的要因に照らした劣化の程度並びに経済的要因に照らした市場競争力の程度に応じてその効用が十分に持続すると考えられる期間をいい、この方法の適用に当たり特に重視されるべきものである。",経済的残存耐用年数,経済的残存耐用年数|市場競争力,経済的残存耐用年数|劣化の程度|市場競争力,総論7章|減価修正|経済的残存耐用年数|重要,1
souron_v2_166,総論,観察減価法,"観察減価法は、対象不動産について、設計、設備等の機能性、維持管理の状態、補修の状況、付近の環境との適合の状態等各減価の要因の実態を調査することにより、減価額を直接求める方法である。",観察減価法,観察減価法|減価額を直接求める,観察減価法|機能性|維持管理|補修|環境との適合|減価額を直接求める,総論7章|減価修正|観察減価法|重要,1
souron_v2_167,総論,取引事例比較法の意義,"取引事例比較法は、まず多数の取引事例を収集して適切な事例の選択を行い、これらに係る取引価格に必要に応じて事情補正及び時点修正を行い、かつ、地域要因の比較及び個別的要因の比較を行って求められた価格を比較考量し、これによって対象不動産の試算価格を求める手法である（この手法による試算価格を比準価格という。）。",取引事例比較法|比準価格,取引事例比較法|事情補正|時点修正|比準価格,取引事例比較法|事情補正|時点修正|地域要因の比較|個別的要因の比較|比準価格,総論7章|取引事例比較法|重要,1
souron_v2_168,総論,取引事例比較法の有効場面,"取引事例比較法は、近隣地域若しくは同一需給圏内の類似地域等において対象不動産と類似の不動産の取引が行われている場合又は同一需給圏内の代替競争不動産の取引が行われている場合に有効である。",代替競争不動産,類似の不動産の取引|代替競争不動産の取引,類似の不動産の取引|代替競争不動産の取引,総論7章|取引事例比較法,2
souron_v2_169,総論,時点修正の方法（取引事例比較法），"時点修正に当たっては、事例に係る不動産の存する用途的地域又は当該地域と相似の価格変動過程を経たと認められる類似の地域における土地又は建物の価格の変動率を求め、これにより取引価格を修正すべきである。",価格の変動率,価格の変動率|修正,価格変動過程|価格の変動率|修正,総論7章|時点修正,2
souron_v2_170,総論,配分法,"取引事例が対象不動産と同類型の不動産の部分を内包して複合的に構成されている異類型の不動産に係る場合においては、当該取引事例の取引価格から対象不動産と同類型の不動産以外の部分の価格が取引価格等により判明しているときは、その価格を控除し、又は当該取引事例について各構成部分の価格の割合が取引価格、新規投資等により判明しているときは、当該事例の取引価格に対象不動産と同類型の不動産の部分に係る構成割合を乗じて、対象不動産の類型に係る事例資料を求めるものとする（この方法を配分法という。）。",配分法,配分法|構成割合,配分法|異類型の不動産|構成割合,総論7章|取引事例比較法|配分法|重要,2
souron_v2_171,総論,収益還元法の意義,"収益還元法は、対象不動産が将来生み出すであろうと期待される純収益の現在価値の総和を求めることにより対象不動産の試算価格を求める手法である（この手法による試算価格を収益価格という。）。",収益還元法|収益価格,収益還元法|純収益の現在価値|収益価格,収益還元法|将来|純収益|現在価値|収益価格,総論7章|収益還元法|重要,1
souron_v2_172,総論,収益還元法の適用場面,"収益還元法は、賃貸用不動産又は賃貸以外の事業の用に供する不動産の価格を求める場合に特に有効である。",賃貸用不動産|賃貸以外の事業,賃貸用不動産|賃貸以外の事業,賃貸用不動産|賃貸以外の事業,総論7章|収益還元法,1
souron_v2_173,総論,収益還元法の適用原則,"この手法は、文化財の指定を受けた建造物等の一般的に市場性を有しない不動産以外のものには基本的にすべて適用すべきものであり、自用の不動産といえども賃貸を想定することにより適用されるものである。",自用の不動産,市場性を有しない不動産以外|自用の不動産|賃貸を想定,市場性を有しない不動産以外|自用の不動産|賃貸を想定,総論7章|収益還元法|重要,1
souron_v2_174,総論,収益価格と取引価格の乖離,"なお、市場における不動産の取引価格の上昇が著しいときは、取引価格と収益価格との乖離が増大するものであるので、先走りがちな取引価格に対する有力な験証手段として、この手法が活用されるべきである。",乖離|験証手段,取引価格|収益価格|乖離|験証手段,取引価格|収益価格|乖離|先走り|験証手段,総論7章|収益還元法,2
souron_v2_175,総論,直接還元法とDCF法,"収益価格を求める方法には、一期間の純収益を還元利回りによって還元する方法（以下「直接還元法」という。）と、連続する複数の期間に発生する純収益及び復帰価格を、その発生時期に応じて現在価値に割り引き、それぞれを合計する方法（Discounted Cash Flow 法（以下「ＤＣＦ法」という。））がある。",直接還元法|DCF法,直接還元法|DCF法|還元利回り|復帰価格,直接還元法|DCF法|還元利回り|復帰価格|現在価値,総論7章|収益還元法|重要,1
souron_v2_176,総論,直接還元法の式,"（直接還元法）P=a/R　Ｐ：求める不動産の収益価格　ａ：一期間の純収益　Ｒ：還元利回り",直接還元法,直接還元法|純収益|還元利回り,直接還元法|収益価格|純収益|還元利回り,総論7章|収益還元法|直接還元法|重要,1
souron_v2_177,総論,DCF法の復帰価格,"復帰価格とは、保有期間の満了時点における対象不動産の価格をいい、最終還元利回りにより求められる。",復帰価格,復帰価格|保有期間|最終還元利回り,復帰価格|保有期間の満了時点|最終還元利回り,総論7章|収益還元法|DCF法|重要,1
souron_v2_178,総論,純収益の意義,"純収益とは、不動産に帰属する適正な収益をいい、収益目的のために用いられている不動産とこれに関与する資本（不動産に化体されているものを除く。）、労働及び経営（組織）の諸要素の結合によって生ずる総収益から、資本、労働及び経営（組織）の総収益に対する貢献度に応じた分配分を控除した残余の部分をいう。",純収益,純収益|総収益から残余,純収益|資本|労働|経営|総収益|貢献度|残余,総論7章|収益還元法|純収益|重要,1
souron_v2_179,総論,純収益の算定,"対象不動産の純収益は、一般に１年を単位として総収益から総費用を控除して求めるものとする。",純収益,純収益|総収益|総費用,純収益|総収益|総費用,総論7章|純収益,1
souron_v2_180,総論,賃貸用不動産の総収益,"賃貸用不動産の総収益は、一般に、支払賃料に預り金的性格を有する保証金等の運用益、賃料の前払的性格を有する権利金等の運用益及び償却額並びに駐車場使用料等のその他収入を加えた額（以下「支払賃料等」という。）とする。",支払賃料等,支払賃料|保証金の運用益|権利金の運用益|支払賃料等,支払賃料|保証金等の運用益|権利金等の運用益|償却額|駐車場使用料|支払賃料等,総論7章|収益還元法|総収益,2
souron_v2_181,総論,賃貸用不動産の総費用,"賃貸用不動産の総費用は、減価償却費（償却前の純収益を求める場合には、計上しない。）、維持管理費（維持費、管理費、修繕費等）、公租公課（固定資産税、都市計画税等）、損害保険料等の諸経費等を加算して求めるものとする。",総費用,減価償却費|維持管理費|公租公課|損害保険料,減価償却費|維持管理費|公租公課|固定資産税|都市計画税|損害保険料,総論7章|収益還元法|総費用|重要,2
souron_v2_182,総論,還元利回りの定義,"還元利回りは、直接還元法の収益価格及びＤＣＦ法の復帰価格の算定において、一期間の純収益から対象不動産の価格を直接求める際に使用される率であり、将来の収益に影響を与える要因の変動予測と予測に伴う不確実性を含むものである。",還元利回り,還元利回り|変動予測|不確実性,還元利回り|変動予測|不確実性,総論7章|収益還元法|還元利回り|重要,1
souron_v2_183,総論,割引率の定義,"割引率は、ＤＣＦ法において、ある将来時点の収益を現在時点の価値に割り戻す際に使用される率であり、還元利回りに含まれる変動予測と予測に伴う不確実性のうち、収益見通しにおいて考慮された連続する複数の期間に発生する純収益や復帰価格の変動予測に係るものを除くものである。",割引率,割引率|割り戻す|変動予測,割引率|DCF法|将来時点|割り戻す|変動予測|不確実性,総論7章|収益還元法|割引率|重要,1
souron_v2_184,総論,還元利回りの算定（類似事例比較），"類似の不動産の取引事例との比較から求める方法は、対象不動産と類似の不動産の取引事例から求められる利回りをもとに、取引時点及び取引事情並びに地域要因及び個別的要因の違いに応じた補正を行うことにより求めるものである。",類似事例比較,類似の不動産の取引事例|利回り|補正,類似の不動産の取引事例|利回り|取引時点|地域要因|個別的要因|補正,総論7章|還元利回りの算定,3
souron_v2_185,総論,還元利回りの算定（借入金と自己資金），"借入金と自己資金に係る還元利回りから求める方法は、対象不動産の取得の際の資金調達上の構成要素（借入金及び自己資金）に係る各還元利回りを各々の構成割合により加重平均して求めるものである。",加重平均,借入金|自己資金|加重平均,借入金|自己資金|構成割合|加重平均,総論7章|還元利回りの算定,3
souron_v2_186,総論,賃料手法の概説,"不動産の賃料を求める鑑定評価の手法は、新規賃料にあっては積算法、賃貸事例比較法、収益分析法等があり、継続賃料にあっては差額配分法、利回り法、スライド法、賃貸事例比較法等がある。",積算法|差額配分法,積算法|賃貸事例比較法|収益分析法|差額配分法|利回り法|スライド法,積算法|賃貸事例比較法|収益分析法|差額配分法|利回り法|スライド法,総論7章|賃料手法|重要,1
souron_v2_187,総論,実質賃料の定義,"実質賃料とは、賃料の種類の如何を問わず賃貸人等に支払われる賃料の算定の期間に対応する適正なすべての経済的対価をいい、純賃料及び不動産の賃貸借等を継続するために通常必要とされる諸経費等（以下「必要諸経費等」という。）から成り立つものである。",実質賃料,実質賃料|純賃料|必要諸経費等,実質賃料|純賃料|必要諸経費等,総論7章|賃料手法|実質賃料|重要,1
souron_v2_188,総論,支払賃料の定義,"支払賃料とは、各支払時期に支払われる賃料をいい、契約に当たって、権利金、敷金、保証金等の一時金が授受される場合においては、当該一時金の運用益及び償却額と併せて実質賃料を構成するものである。",支払賃料,支払賃料|一時金|運用益|償却額,支払賃料|権利金|敷金|保証金|一時金|運用益|償却額,総論7章|賃料手法|支払賃料|重要,1
souron_v2_189,総論,継続賃料の判断基準,"継続賃料の鑑定評価額は、現行賃料を前提として、契約当事者間で現行賃料を合意しそれを適用した時点（以下「直近合意時点」という。）以降において、公租公課、土地及び建物価格、近隣地域若しくは同一需給圏内の類似地域等における賃料又は同一需給圏内の代替競争不動産の賃料の変動等のほか、賃貸借等の契約の経緯、賃料改定の経緯及び契約内容を総合的に勘案し、契約当事者間の公平に留意の上決定するものである。",直近合意時点,直近合意時点|公租公課|土地及び建物価格|契約当事者間の公平,直近合意時点|公租公課|土地及び建物価格|賃料の変動|契約の経緯|賃料改定の経緯|公平,総論7章|継続賃料|重要,2
souron_v2_190,総論,積算法の意義,"積算法は、対象不動産について、価格時点における基礎価格を求め、これに期待利回りを乗じて得た額に必要諸経費等を加算して対象不動産の試算賃料を求める手法である（この手法による試算賃料を積算賃料という。）。",積算法|積算賃料,積算法|基礎価格|期待利回り|積算賃料,積算法|基礎価格|期待利回り|必要諸経費等|積算賃料,総論7章|積算法|重要,1
souron_v2_191,総論,基礎価格と期待利回り,"基礎価格とは、積算賃料を求めるための基礎となる価格をいい、原価法及び取引事例比較法により求めるものとする。期待利回りとは、賃貸借等に供する不動産を取得するために要した資本に相当する額に対して期待される純収益のその資本相当額に対する割合をいう。",基礎価格|期待利回り,基礎価格|期待利回り|純収益,基礎価格|期待利回り|純収益|資本相当額,総論7章|積算法|重要,1
souron_v2_192,総論,必要諸経費等の内容,"必要諸経費等として、ア 減価償却費（償却前の純収益に対応する期待利回りを用いる場合には、計上しない。）イ 維持管理費（維持費、管理費、修繕費等）ウ 公租公課（固定資産税、都市計画税等）エ 損害保険料（火災、機械、ボイラー等の各種保険）オ 貸倒れ準備費 カ 空室等による損失相当額がある。",必要諸経費等,必要諸経費等|減価償却費|維持管理費|公租公課|貸倒れ準備費|空室等による損失,必要諸経費等|減価償却費|維持管理費|公租公課|損害保険料|貸倒れ準備費|空室等による損失,総論7章|積算法|必要諸経費等|重要,2
souron_v2_193,総論,賃貸事例比較法の意義,"賃貸事例比較法は、まず多数の新規の賃貸借等の事例を収集して適切な事例の選択を行い、これらに係る実際実質賃料に必要に応じて事情補正及び時点修正を行い、かつ、地域要因の比較及び個別的要因の比較を行って求められた賃料を比較考量し、これによって対象不動産の試算賃料を求める手法である（この手法による試算賃料を比準賃料という。）。",賃貸事例比較法|比準賃料,賃貸事例比較法|実際実質賃料|比準賃料,賃貸事例比較法|実際実質賃料|事情補正|時点修正|比準賃料,総論7章|賃貸事例比較法|重要,1
souron_v2_194,総論,収益分析法の意義,"収益分析法は、一般の企業経営に基づく総収益を分析して対象不動産が一定期間に生み出すであろうと期待される純収益（減価償却後のものとし、これを収益純賃料という。）を求め、これに必要諸経費等を加算して対象不動産の試算賃料を求める手法である（この手法による試算賃料を収益賃料という。）。",収益分析法|収益賃料,収益分析法|収益純賃料|収益賃料,収益分析法|企業経営|収益純賃料|必要諸経費等|収益賃料,総論7章|収益分析法|重要,1
souron_v2_195,総論,差額配分法の意義,"差額配分法は、対象不動産の経済価値に即応した適正な実質賃料又は支払賃料と実際実質賃料又は実際支払賃料との間に発生している差額について、契約の内容、契約締結の経緯等を総合的に勘案して、当該差額のうち賃貸人等に帰属する部分を適切に判定して得た額を実際実質賃料又は実際支払賃料に加減して試算賃料を求める手法である。",差額配分法,差額配分法|賃貸人等に帰属する部分,差額配分法|適正な実質賃料|差額|賃貸人等に帰属する部分,総論7章|差額配分法|重要,1
souron_v2_196,総論,利回り法の意義,"利回り法は、基礎価格に継続賃料利回りを乗じて得た額に必要諸経費等を加算して試算賃料を求める手法である。継続賃料利回りは、直近合意時点における基礎価格に対する純賃料の割合を踏まえ、継続賃料固有の価格形成要因に留意しつつ求めるものとする。",利回り法|継続賃料利回り,利回り法|継続賃料利回り|基礎価格,利回り法|継続賃料利回り|基礎価格|必要諸経費等,総論7章|利回り法|重要,1
souron_v2_197,総論,スライド法の意義,"スライド法は、直近合意時点における純賃料に変動率を乗じて得た額に価格時点における必要諸経費等を加算して試算賃料を求める手法である。",スライド法|変動率,スライド法|変動率|純賃料,スライド法|直近合意時点|純賃料|変動率|必要諸経費等,総論7章|スライド法|重要,1
souron_v2_198,総論,スライド法の変動率,"変動率は、直近合意時点から価格時点までの間における経済情勢等の変化に即応する変動分を表すものであり、継続賃料固有の価格形成要因に留意しつつ、土地及び建物価格の変動、物価変動、所得水準の変動等を示す各種指数や整備された不動産インデックス等を総合的に勘案して求めるものとする。",変動率,変動率|物価変動|不動産インデックス,変動率|土地及び建物価格の変動|物価変動|所得水準の変動|不動産インデックス,総論7章|スライド法,2
souron_v2_199,総論,不動産の種類,"不動産の種類とは、不動産の種別及び類型の二面から成る複合的な不動産の概念を示すものであり、この不動産の種別及び類型が不動産の経済価値を本質的に決定づけるものであるから、この両面の分析をまって初めて精度の高い不動産の鑑定評価が可能となるものである。",種別及び類型,種別及び類型|経済価値を本質的に決定づける,種別|類型|経済価値を本質的に決定づける,総論2章|不動産の種類,1
souron_v2_200,総論,転換・移行地域の留意事項,"ある種別の地域から他の種別の地域へと転換しつつある地域及び宅地地域、農地地域等のうちにあって、細分されたある種別の地域から、その地域の他の細分された地域へと移行しつつある地域があることに留意すべきである。",転換|移行,転換|移行,転換|移行,総論2章|地域の種別,2
souron_v2_201,総論,見込地・移行地の個別的要因,"見込地及び移行地については、転換し、又は移行すると見込まれる転換後又は移行後の種別の地域内の土地の個別的要因をより重視すべきであるが、転換又は移行の程度の低い場合においては、転換前又は移行前の種別の地域内の土地の個別的要因をより重視すべきである。",転換後・移行後を重視,転換後|移行後を重視|転換前|移行前,転換後|移行後を重視|転換前|移行前,総論3章|個別的要因|見込地|移行地,3
souron_v2_202,総論,転換・移行地域の地域要因,"ある種別の地域から他の種別の地域へと転換し、又は移行しつつある地域については、転換し、又は移行すると見込まれる転換後又は移行後の種別の地域の地域要因をより重視すべきであるが、転換又は移行の程度の低い場合においては、転換前又は移行前の種別の地域の地域要因をより重視すべきである。",転換後・移行後の地域要因を重視,転換後|移行後の地域要因|転換前|移行前,転換後|移行後の地域要因|転換前|移行前,総論3章|地域要因|転換|移行,3
souron_v2_203,総論,鑑定評価の各段階,"（１）鑑定評価の対象となる不動産の的確な認識の上に、（２）必要とする関連資料を十分に収集して、これを整理し、（３）不動産の価格を形成する要因及び不動産の価格に関する諸原則についての十分な理解のもとに、（４）鑑定評価の手法を駆使して、（５）既に収集し、整理されている関連諸資料を具体的に分析して、対象不動産に及ぼす自然的、社会的、経済的及び行政的な要因の影響を判断し、（６）対象不動産の経済価値に関する最終判断に到達し、これを貨幣額をもって表示するものである。",鑑定評価の手法を駆使,的確な認識|関連資料|諸原則|鑑定評価の手法|最終判断,的確な認識|関連資料|諸原則|鑑定評価の手法を駆使|最終判断|貨幣額,総論1章|鑑定評価の意義,2
souron_v2_204,総論,鑑定評価の判断の要件,"この判断の当否は、これら各段階のそれぞれについての不動産鑑定士の能力の如何及びその能力の行使の誠実さの如何に係るものであり、また、必要な関連諸資料の収集整理の適否及びこれらの諸資料の分析解釈の練達の程度に依存するものである。",誠実さ,能力|誠実さ|分析解釈の練達,能力|誠実さ|関連諸資料|分析解釈の練達,総論1章|鑑定評価,2
souron_v2_205,総論,諸原則の基礎,"これらの原則は、一般の経済法則に基礎を置くものであるが、鑑定評価の立場からこれを認識し、表現したものである。",経済法則,経済法則|鑑定評価の立場,経済法則|鑑定評価の立場,総論4章|価格諸原則,2
souron_v2_206,総論,変動の原則（最有効使用の判定），"特に、不動産の最有効使用（Ⅳ参照）を判定するためには、この変動の過程を分析することが必要である。",最有効使用の判定,変動の過程|最有効使用の判定,変動の過程|最有効使用の判定,総論4章|変動の原則|最有効使用,2
souron_v2_207,総論,対象確定条件の妥当性確認,"対象確定条件を設定するに当たっては、対象不動産に係る諸事項についての調査及び確認を行った上で、依頼目的に照らして、鑑定評価書の利用者の利益を害するおそれがないかどうかの観点から当該条件設定の妥当性を確認しなければならない。",利用者の利益を害するおそれがないか,依頼目的|利用者の利益を害するおそれがないか|妥当性,依頼目的|利用者の利益を害するおそれがないか|妥当性,総論5章|対象確定条件,2
souron_v2_208,総論,証券化対象不動産の条件制限,"証券化対象不動産の鑑定評価及び会社法上の現物出資の目的となる不動産の鑑定評価等、鑑定評価が鑑定評価書の利用者の利益に重大な影響を及ぼす可能性がある場合には、原則として、鑑定評価の対象とする不動産の現実の利用状況と異なる対象確定条件、地域要因又は個別的要因についての想定上の条件及び調査範囲等条件の設定をしてはならない。",証券化対象不動産,証券化対象不動産|会社法上の現物出資|条件設定の禁止,証券化対象不動産|会社法上の現物出資|利用者の利益に重大な影響|条件設定の禁止,総論5章|対象確定条件|証券化,2
souron_v2_209,総論,賃料の価格時点,"また、賃料の価格時点は、賃料の算定の期間の収益性を反映するものとしてその期間の期首となる。",賃料の価格時点,賃料の価格時点|期首,賃料の価格時点|賃料の算定の期間|期首,総論5章|価格時点,2
souron_v2_210,総論,賃料の算定期間,"鑑定評価によって求める賃料の算定の期間は、原則として、宅地並びに建物及びその敷地の賃料にあっては１月を単位とし、その他の土地にあっては１年を単位とするものとする。",１月を単位,宅地は１月を単位|その他の土地は１年を単位,宅地並びに建物及びその敷地の賃料は１月|その他の土地は１年,総論7章|賃料手法,2
souron_v2_211,総論,支払賃料の求め方,"契約に当たって一時金が授受される場合における支払賃料は、実質賃料から、当該一時金について賃料の前払的性格を有する一時金の運用益及び償却額並びに預り金的性格を有する一時金の運用益を控除して求めるものとする。",支払賃料の求め方,賃料の前払的性格|預り金的性格|運用益|償却額,賃料の前払的性格|預り金的性格|運用益|償却額|控除,総論7章|賃料手法|支払賃料,2
souron_v2_212,総論,純収益の永続性等の留意,"純収益は、永続的なものと非永続的なもの、償却前のものと償却後のもの等、総収益及び総費用の把握の仕方により異なるものであり、それぞれ収益価格を求める方法及び還元利回り又は割引率を求める方法とも密接な関連があることに留意する必要がある。",永続的なもの|非永続的なもの,永続的|非永続的|償却前|償却後|還元利回り|割引率,永続的|非永続的|償却前|償却後|還元利回り|割引率,総論7章|収益還元法|純収益,3
souron_v2_213,総論,純収益の算定（直接還元法），"直接還元法における純収益は、対象不動産の初年度の純収益を採用する場合と標準化された純収益を採用する場合があることに留意しなければならない。",初年度の純収益|標準化された純収益,直接還元法|初年度の純収益|標準化された純収益,直接還元法|初年度の純収益|標準化された純収益,総論7章|収益還元法|純収益,3
souron_v2_214,総論,DCF法の純収益の見通し,"特にＤＣＦ法の適用に当たっては、毎期の純収益及び復帰価格並びにその発生時期が明示されることから、純収益の見通しについて十分な調査を行うことが必要である。",DCF法の純収益の見通し,DCF法|毎期の純収益|復帰価格|発生時期,DCF法|毎期の純収益|復帰価格|発生時期,総論7章|収益還元法|DCF法,2
souron_v2_215,総論,賃貸以外の事業の総収益,"賃貸以外の事業の用に供する不動産の総収益は、一般に、売上高とする。ただし、賃貸以外の事業の用に供する不動産であっても、売上高のうち不動産に帰属する部分をもとに求めた支払賃料等相当額、又は、賃貸に供することを想定することができる場合における支払賃料等をもって総収益とすることができる。",売上高,賃貸以外の事業|売上高,賃貸以外の事業|売上高|不動産に帰属する部分|支払賃料等相当額,総論7章|収益還元法|総収益,3
souron_v2_216,総論,還元利回りと割引率の関連,"還元利回り及び割引率は、共に比較可能な他の資産の収益性や金融市場における運用利回りと密接な関連があるので、その動向に留意しなければならない。",他の資産の収益性|運用利回り,還元利回り|割引率|他の資産の収益性|運用利回り,還元利回り|割引率|他の資産の収益性|金融市場|運用利回り,総論7章|還元利回り|割引率,3
souron_v2_217,総論,還元利回り・割引率の地方差,"さらに、還元利回り及び割引率は、地方別、用途的地域別、品等別等によって異なる傾向を持つため、対象不動産に係る地域要因及び個別的要因の分析を踏まえつつ適切に求めることが必要である。",地方別|用途的地域別|品等別,地方別|用途的地域別|品等別|地域要因|個別的要因,地方別|用途的地域別|品等別|地域要因|個別的要因,総論7章|還元利回り|割引率,3
souron_v2_218,総論,割引率の算定（金融資産の利回り），"金融資産の利回りに不動産の個別性を加味して求める方法は、債券等の金融資産の利回りをもとに、対象不動産の投資対象としての危険性、非流動性、管理の困難性、資産としての安全性等の個別性を加味することにより求めるものである。",危険性|非流動性,金融資産の利回り|危険性|非流動性|管理の困難性|安全性,金融資産の利回り|危険性|非流動性|管理の困難性|安全性|個別性,総論7章|割引率,3
souron_v2_219,総論,継続賃料の差額配分法の適用,"対象不動産の経済価値に即応した適正な実質賃料は、価格時点において想定される新規賃料であり、積算法、賃貸事例比較法等により求めるものとする。賃貸人等に帰属する部分については、継続賃料固有の価格形成要因に留意しつつ、一般的要因の分析及び地域要因の分析により差額発生の要因を広域的に分析し、さらに対象不動産について契約内容及び契約締結の経緯等に関する分析を行うことにより適切に判断するものとする。",賃貸人等に帰属する部分,新規賃料|賃貸人等に帰属する部分|継続賃料固有の価格形成要因,新規賃料|賃貸人等に帰属する部分|継続賃料固有の価格形成要因|差額,総論7章|差額配分法,3
souron_v2_220,総論,同一需給圏（農地），"農地の同一需給圏は、一般に当該農地を中心とする通常の農業生産活動の可能な地域の範囲内に立地する農業経営主体を中心とするそれぞれの農業生産活動の可能な地域の範囲に一致する傾向がある。",農業経営主体,農業生産活動|農業経営主体,農業生産活動|農業経営主体|地域の範囲,総論6章|同一需給圏|農地,3
souron_v2_221,総論,同一需給圏（林地），"林地の同一需給圏は、一般に当該林地を中心とする通常の林業生産活動の可能な地域の範囲内に立地する林業経営主体を中心とするそれぞれの林業生産活動の可能な地域の範囲に一致する傾向がある。",林業経営主体,林業生産活動|林業経営主体,林業生産活動|林業経営主体|地域の範囲,総論6章|同一需給圏|林地,3
souron_v2_222,総論,同一需給圏（見込地），"見込地の同一需給圏は、一般に当該土地が転換すると見込まれる土地の種別の同一需給圏と一致する傾向がある。ただし、熟成度の低い場合には、転換前の土地の種別の同一需給圏と同一のものとなる傾向がある。",熟成度,転換後の同一需給圏|熟成度,転換後の同一需給圏|熟成度|転換前の同一需給圏,総論6章|同一需給圏|見込地,3
souron_v2_223,総論,同一需給圏（建物及びその敷地），"建物及びその敷地の同一需給圏は、一般に当該敷地の用途に応じた同一需給圏と一致する傾向があるが、当該建物及びその敷地一体としての用途、規模、品等等によっては代替関係にある不動産の存する範囲が異なるために当該敷地の用途に応じた同一需給圏の範囲と一致しない場合がある。",用途・規模・品等,用途|規模|品等|代替関係,用途|規模|品等|代替関係,総論6章|同一需給圏|建物及びその敷地,3
souron_v2_224,総論,市場の需給動向の把握,"あわせて同一需給圏における市場の需給動向を的確に把握する必要がある。また、把握した市場の特性については、近隣地域における標準的使用の判定に反映させるとともに鑑定評価の手法の適用、試算価格又は試算賃料の調整等における各種の判断においても反映すべきである。",需給動向,需給動向|標準的使用の判定,需給動向|標準的使用の判定|鑑定評価の手法,総論6章|地域分析|市場の特性,2
souron_v2_225,総論,地域要因の比較（取引事例比較法），"地域要因の比較及び個別的要因の比較については、それぞれの地域における個別的要因が標準的な土地を設定して行う方法がある。",標準的な土地を設定,地域要因の比較|個別的要因の比較|標準的な土地を設定,地域要因の比較|個別的要因の比較|標準的な土地を設定,総論7章|取引事例比較法|地域要因の比較,3
souron_v2_226,総論,収益分析法の収益純賃料の算定,"収益純賃料の算定については、収益還元法における純収益の算定に準ずるものとする。この場合において、賃料の有する特性に留意しなければならない。",収益純賃料,収益純賃料|賃料の有する特性,収益純賃料|収益還元法の純収益の算定|賃料の有する特性,総論7章|収益分析法,3
